sensor_image,data_name,obj_id,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
image_1527.png,image_1527,1,1527,3.912510312,0,-0.114409877,0,0,24.56568684,2.148377504,2.693203902,0,0,0,3.358665847
image_1760.png,image_1760,1,1760,4.95763906,0,0.347670957,0,0,34.00158912,-1.804009702,4.27791169,0,0,0,0.097752982
image_1051.png,image_1051,1,1051,-0.131846979,0,0.148718804,0,0,3.088349973,1.559270871,-1.360353526,0,0,0,-1.467918983
image_1959.png,image_1959,1,1959,-3.999998812,0,0.541013379,0,0,43.02938056,-0.293131968,-1.23229774,0,0,0,4.681820469
image_1082.png,image_1082,1,1082,-3.49910679,0,-0.513924616,0,0,4.051247145,2.359391613,3.848296191,0,0,0,-2.047196754
image_616.png,image_616,1,616,1.841476325,0,-0.077038667,0,0,-17.16025903,4.621647959,0.434432255,0,0,0,-1.622765466
image_1463.png,image_1463,1,1463,-4.525165496,0,-0.127090194,0,0,21.60095026,2.786135773,4.919040381,0,0,0,-4.031293226
image_1480.png,image_1480,1,1480,3.853850091,0,-0.42751128,0,0,22.10588689,-3.123744697,0.876937275,0,0,0,-2.581738793
image_461.png,image_461,1,461,1.543606981,0,0.563608821,0,0,-24.47181651,2.612203659,2.195685717,0,0,0,1.830962575
image_1181.png,image_1181,1,1181,0.970759042,0,0.483891896,0,0,8.529942678,-3.00079086,0.302445986,0,0,0,-2.255483775
image_1805.png,image_1805,1,1805,-2.319812397,0,0.924448793,0,0,36.45895275,1.422751542,2.761214584,0,0,0,-2.803391825
image_1847.png,image_1847,1,1847,1.094904842,0,-0.30497392,0,0,38.39673577,-0.967280274,0.581538116,0,0,0,-4.356907624
image_1275.png,image_1275,1,1275,-1.069263859,0,-0.627189251,0,0,13.55349255,-2.158616496,-0.133765777,0,0,0,-2.196491555
image_1671.png,image_1671,1,1671,2.280849886,0,0.84353878,0,0,30.22324091,-4.734364725,-1.154820476,0,0,0,0.457243591
image_1220.png,image_1220,1,1220,2.738507245,0,-0.993338605,0,0,10.72642994,0.448076283,-3.188459881,0,0,0,2.623163381
image_814.png,image_814,1,814,-3.995477312,0,0.592082349,0,0,-7.58238959,-4.20126854,-1.863077767,0,0,0,3.55918977
image_572.png,image_572,1,572,1.888195926,0,0.634183523,0,0,-19.48353921,-1.534891188,2.121002394,0,0,0,-0.773111744
image_484.png,image_484,1,484,1.978962784,0,-0.178643171,0,0,-23.47836311,0.32571588,0.43150065,0,0,0,-4.119790808
image_1725.png,image_1725,1,1725,2.526165788,0,-0.292142393,0,0,32.41187191,-3.548382025,0.475837727,0,0,0,-3.573989464
image_903.png,image_903,1,903,4.215642828,0,0.713055682,0,0,-2.761763351,-3.511694393,-0.603803359,0,0,0,-2.200948282
image_1742.png,image_1742,1,1742,0.119119841,0,0.353683551,0,0,32.90308982,1.739873623,1.246414852,0,0,0,-3.89743877
image_689.png,image_689,1,689,0.781051418,0,-0.534698836,0,0,-13.23387186,1.981244103,0.545343938,0,0,0,2.193444836
image_379.png,image_379,1,379,1.927219305,0,-0.60709955,0,0,-28.26533715,1.964493624,-3.126929494,0,0,0,3.687105774
image_700.png,image_700,1,700,-0.499501111,0,0.113032849,0,0,-12.67379959,1.452783811,2.743901574,0,0,0,0.775145048
image_501.png,image_501,1,501,-1.680120088,0,0.571411193,0,0,-22.41323595,-0.371443682,0.318938373,0,0,0,1.334905634
image_500.png,image_500,1,500,0.426798859,0,0.711694033,0,0,-22.41983397,4.488293184,-4.285424317,0,0,0,-2.771009807
image_947.png,image_947,1,947,-2.77398958,0,0.459079367,0,0,-1.053415499,0.787388507,4.605082522,0,0,0,-3.776146773
image_126.png,image_126,1,126,2.657665481,0,0.127243664,0,0,-39.28011356,-0.872228071,4.188238467,0,0,0,1.522070852
image_108.png,image_108,1,108,3.532953814,0,0.475385474,0,0,-40.17094145,2.487998792,-2.341174033,0,0,0,4.335667648
image_1381.png,image_1381,1,1381,-4.629855719,0,0.926334109,0,0,17.90439907,3.404077511,-4.039605477,0,0,0,1.558706042
image_1590.png,image_1590,1,1590,0.507224442,0,-0.158055268,0,0,27.29100019,-0.568818091,-2.384383477,0,0,0,1.231201734
image_18.png,image_18,1,18,4.991622365,0,-0.749768871,0,0,-43.76166197,-1.844489916,0.521880278,0,0,0,-0.783762777
image_513.png,image_513,1,513,-2.51659017,0,0.063154018,0,0,-21.88385192,4.076384488,0.373485595,0,0,0,2.263608156
image_1246.png,image_1246,1,1246,-2.045597325,0,-0.066791286,0,0,11.99793136,-2.412646766,0.225711326,0,0,0,-1.683619712
image_1282.png,image_1282,1,1282,-1.028825314,0,-0.082189741,0,0,13.7194029,-3.044440179,4.743855667,0,0,0,3.705340784
image_710.png,image_710,1,710,2.581508482,0,0.005075763,0,0,-12.36334117,-4.846323826,0.0640748,0,0,0,4.458289139
image_488.png,image_488,1,488,-2.837219946,0,0.79370321,0,0,-23.20543675,-0.503742246,-2.141740169,0,0,0,-1.481944167
image_794.png,image_794,1,794,2.327367007,0,-0.382741745,0,0,-8.925082253,3.20034366,-1.700717482,0,0,0,-2.059688805
image_312.png,image_312,1,312,-3.460070153,0,0.001091558,0,0,-31.00709323,0.509171587,1.425366019,0,0,0,-3.199173698
image_765.png,image_765,1,765,1.898181294,0,-0.350223178,0,0,-10.01259127,4.57961434,1.284692094,0,0,0,-3.931696796
image_1615.png,image_1615,1,1615,-2.664939034,0,-0.72104006,0,0,28.0789933,-2.511486776,-4.43347257,0,0,0,3.604457602
image_1117.png,image_1117,1,1117,-2.324234221,0,-0.198460465,0,0,5.675023942,1.184985263,4.458510824,0,0,0,0.627250647
image_1454.png,image_1454,1,1454,1.966803929,0,-0.585481083,0,0,21.27310809,-4.747630175,-0.323065722,0,0,0,-3.021692908
image_646.png,image_646,1,646,0.082549325,0,-0.323464916,0,0,-15.26947254,-1.511633646,-0.283228841,0,0,0,3.475735952
image_901.png,image_901,1,901,4.338674413,0,0.676899593,0,0,-2.938580052,-3.557097356,-0.568340841,0,0,0,4.836924252
image_766.png,image_766,1,766,4.1806275,0,0.054085431,0,0,-9.912803449,2.783262583,1.476306435,0,0,0,3.392351846
image_675.png,image_675,1,675,0.532013638,0,-0.954657546,0,0,-13.92070473,1.418290732,-3.19155337,0,0,0,1.644157036
image_791.png,image_791,1,791,2.608699214,0,0.34446514,0,0,-9.143905122,-2.70998484,-1.345971365,0,0,0,-3.289430658
image_1226.png,image_1226,1,1226,-0.214372402,0,-0.939122708,0,0,11.00459454,-0.152894011,-0.34325424,0,0,0,4.145802763
image_981.png,image_981,1,981,0.449549499,0,0.136142072,0,0,0.485951533,-0.974639345,-3.202587643,0,0,0,0.474313871
image_353.png,image_353,1,353,4.863418884,0,0.159187104,0,0,-29.25802853,4.413798522,3.955953882,0,0,0,-2.754002429
image_377.png,image_377,1,377,2.296602564,0,0.79797561,0,0,-28.40902962,-4.893061791,-4.367534226,0,0,0,3.492768152
image_967.png,image_967,1,967,0.763126771,0,0.787260122,0,0,-0.096205181,-2.4232423,-2.255963505,0,0,0,-1.50993966
image_1332.png,image_1332,1,1332,-1.985479353,0,-0.260030077,0,0,16.01131457,-0.868777308,0.890315807,0,0,0,-4.4142021
